Line,Day,JourneyNumber,DepartureStation,ArrivalStation,ExpectedDepartureTime,ExpectedArrivalTime,RealDepartureTime,RealArrivalTime
14,1,20151,Tekniska högskolan,Bergshamra,2023-04-18 16:50:00,2023-04-18 16:55:00,2023-04-18 16:50:00,2023-04-18 16:55:00
14,1,28996,Tekniska högskolan,Bergshamra,2023-04-18 16:53:22,2023-04-18 16:58:22,2023-04-18 16:54:29,2023-04-18 17:02:15
14,1,20517,Bergshamra,Tekniska högskolan,2023-04-18 16:58:30,2023-04-18 17:04:30,2023-04-18 16:58:30,2023-04-18 17:04:30
14,1,28001,Tekniska högskolan,Bergshamra,2023-04-18 16:53:17,2023-04-18 16:58:17,2023-04-18 16:53:17,2023-04-18 16:58:17
14,1,28004,Tekniska högskolan,Bergshamra,2023-04-18 16:52:33,2023-04-18 16:57:33,2023-04-18 16:52:48,2023-04-18 16:58:02
14,1,28998,Tekniska högskolan,Bergshamra,2023-04-18 16:55:14,2023-04-18 17:00:14,2023-04-18 16:57:13,2023-04-18 17:02:46
14,1,20518,Bergshamra,Tekniska högskolan,2023-04-18 17:03:30,2023-04-18 17:09:30,2023-04-18 17:03:30,2023-04-18 17:09:30
14,1,20519,Bergshamra,Tekniska högskolan,2023-04-18 17:08:30,2023-04-18 17:14:30,2023-04-18 17:08:30,2023-04-18 17:14:30
14,1,20152,Tekniska högskolan,Bergshamra,2023-04-18 16:55:00,2023-04-18 17:00:00,2023-04-18 17:07:05,2023-04-18 17:12:26
14,1,20154,Tekniska högskolan,Bergshamra,2023-04-18 17:05:00,2023-04-18 17:10:00,2023-04-18 17:05:00,2023-04-18 17:10:00
14,1,20153,Tekniska högskolan,Bergshamra,2023-04-18 17:00:00,2023-04-18 17:05:00,2023-04-18 17:10:58,2023-04-18 17:16:19
14,1,20520,Bergshamra,Tekniska högskolan,2023-04-18 17:13:30,2023-04-18 17:19:30,2023-04-18 17:13:30,2023-04-18 17:19:30
14,1,20521,Bergshamra,Tekniska högskolan,2023-04-18 17:18:30,2023-04-18 17:24:30,2023-04-18 17:18:30,2023-04-18 17:24:30
14,1,28006,Tekniska högskolan,Bergshamra,2023-04-18 17:00:42,2023-04-18 17:05:42,2023-04-18 17:01:55,2023-04-18 17:08:14
14,1,20155,Tekniska högskolan,Bergshamra,2023-04-18 17:10:00,2023-04-18 17:15:00,2023-04-18 17:19:26,2023-04-18 17:24:27
14,1,20522,Bergshamra,Tekniska högskolan,2023-04-18 17:23:30,2023-04-18 17:29:30,2023-04-18 17:23:30,2023-04-18 17:29:30
14,1,20156,Tekniska högskolan,Bergshamra,2023-04-18 17:15:00,2023-04-18 17:20:00,2023-04-18 17:15:33,2023-04-18 17:20:45
14,1,20523,Bergshamra,Tekniska högskolan,2023-04-18 17:28:30,2023-04-18 17:34:30,2023-04-18 17:28:30,2023-04-18 17:34:30
14,1,28010,Tekniska högskolan,Bergshamra,2023-04-18 17:07:55,2023-04-18 17:12:55,2023-04-18 17:08:38,2023-04-18 17:14:39
14,1,20158,Tekniska högskolan,Bergshamra,2023-04-18 17:25:00,2023-04-18 17:30:00,2023-04-18 17:25:09,2023-04-18 17:30:20
14,1,20157,Tekniska högskolan,Bergshamra,2023-04-18 17:20:00,2023-04-18 17:25:00,2023-04-18 17:20:06,2023-04-18 17:25:17
14,1,20524,Bergshamra,Tekniska högskolan,2023-04-18 17:33:30,2023-04-18 17:39:30,2023-04-18 17:33:30,2023-04-18 17:39:30
14,1,28013,Tekniska högskolan,Bergshamra,2023-04-18 17:10:46,2023-04-18 17:15:46,2023-04-18 17:10:46,2023-04-18 17:15:46
14,1,28011,Tekniska högskolan,Bergshamra,2023-04-18 17:11:21,2023-04-18 17:16:21,2023-04-18 17:11:21,2023-04-18 17:16:21
14,1,20159,Tekniska högskolan,Bergshamra,2023-04-18 17:30:00,2023-04-18 17:35:00,2023-04-18 17:32:01,2023-04-18 17:35:00
14,1,28014,Tekniska högskolan,Bergshamra,2023-04-18 17:10:59,2023-04-18 17:15:59,2023-04-18 17:10:59,2023-04-18 17:16:32
14,1,20525,Bergshamra,Tekniska högskolan,2023-04-18 17:38:30,2023-04-18 17:44:30,2023-04-18 17:38:30,2023-04-18 17:44:30
14,1,28015,Tekniska högskolan,Bergshamra,2023-04-18 17:15:46,2023-04-18 17:20:46,2023-04-18 17:16:29,2023-04-18 17:21:43
14,1,20160,Tekniska högskolan,Bergshamra,2023-04-18 17:35:00,2023-04-18 17:40:00,2023-04-18 17:35:00,2023-04-18 17:40:00
14,1,20526,Bergshamra,Tekniska högskolan,2023-04-18 17:43:30,2023-04-18 17:49:30,2023-04-18 17:43:30,2023-04-18 17:49:30
14,1,28019,Tekniska högskolan,Bergshamra,2023-04-18 17:20:16,2023-04-18 17:25:16,2023-04-18 17:20:29,2023-04-18 17:25:43
14,1,20161,Tekniska högskolan,Bergshamra,2023-04-18 17:40:00,2023-04-18 17:45:00,2023-04-18 17:46:05,2023-04-18 17:45:10
14,1,20527,Bergshamra,Tekniska högskolan,2023-04-18 17:48:30,2023-04-18 17:54:30,2023-04-18 17:48:30,2023-04-18 17:54:30
14,1,20162,Tekniska högskolan,Bergshamra,2023-04-18 17:45:00,2023-04-18 17:50:00,2023-04-18 17:45:00,2023-04-18 17:51:21
14,1,28023,Tekniska högskolan,Bergshamra,2023-04-18 17:25:33,2023-04-18 17:30:33,2023-04-18 17:25:33,2023-04-18 17:30:33
14,1,20528,Bergshamra,Tekniska högskolan,2023-04-18 17:53:30,2023-04-18 17:59:30,2023-04-18 17:53:30,2023-04-18 17:59:30
14,1,20163,Tekniska högskolan,Bergshamra,2023-04-18 17:50:00,2023-04-18 17:55:00,2023-04-18 17:50:00,2023-04-18 17:57:18
14,1,28028,Tekniska högskolan,Bergshamra,2023-04-18 17:29:24,2023-04-18 17:34:24,2023-04-18 17:30:37,2023-04-18 17:35:51
14,1,28029,Tekniska högskolan,Bergshamra,2023-04-18 17:30:23,2023-04-18 17:35:23,2023-04-18 17:30:26,2023-04-18 17:35:40
14,1,20398,Bergshamra,Tekniska högskolan,2023-04-19 07:03:45,2023-04-19 07:09:45,2023-04-19 07:04:32,2023-04-19 07:10:21
14,1,20072,Tekniska högskolan,Bergshamra,2023-04-19 07:00:00,2023-04-19 07:05:00,2023-04-19 07:00:49,2023-04-19 07:05:54
14,1,20399,Bergshamra,Tekniska högskolan,2023-04-19 07:08:45,2023-04-19 07:14:45,2023-04-19 07:09:49,2023-04-19 07:15:14
14,1,20073,Tekniska högskolan,Bergshamra,2023-04-19 07:05:00,2023-04-19 07:10:00,2023-04-19 07:05:51,2023-04-19 07:11:00
14,1,20400,Bergshamra,Tekniska högskolan,2023-04-19 07:13:45,2023-04-19 07:19:45,2023-04-19 07:14:05,2023-04-19 07:19:45
14,1,20074,Tekniska högskolan,Bergshamra,2023-04-19 07:10:00,2023-04-19 07:15:00,2023-04-19 07:10:57,2023-04-19 07:16:39
14,1,20401,Bergshamra,Tekniska högskolan,2023-04-19 07:18:45,2023-04-19 07:24:45,2023-04-19 07:19:40,2023-04-19 07:25:08
14,1,20075,Tekniska högskolan,Bergshamra,2023-04-19 07:15:00,2023-04-19 07:20:00,2023-04-19 07:15:00,2023-04-19 07:20:00
14,1,20402,Bergshamra,Tekniska högskolan,2023-04-19 07:23:30,2023-04-19 07:29:30,2023-04-19 07:23:50,2023-04-19 07:29:30
14,1,20076,Tekniska högskolan,Bergshamra,2023-04-19 07:20:00,2023-04-19 07:25:00,2023-04-19 07:20:00,2023-04-19 07:25:00
14,1,20403,Bergshamra,Tekniska högskolan,2023-04-19 07:28:30,2023-04-19 07:34:30,2023-04-19 07:29:28,2023-04-19 07:34:48
14,1,20077,Tekniska högskolan,Bergshamra,2023-04-19 07:25:00,2023-04-19 07:30:00,2023-04-19 07:25:00,2023-04-19 07:30:06
14,1,20404,Bergshamra,Tekniska högskolan,2023-04-19 07:33:30,2023-04-19 07:39:30,2023-04-19 07:34:20,2023-04-19 07:39:38
14,1,20078,Tekniska högskolan,Bergshamra,2023-04-19 07:30:00,2023-04-19 07:35:00,2023-04-19 07:30:55,2023-04-19 07:36:00
14,1,20405,Bergshamra,Tekniska högskolan,2023-04-19 07:38:30,2023-04-19 07:44:30,2023-04-19 07:39:21,2023-04-19 07:44:30
14,1,20079,Tekniska högskolan,Bergshamra,2023-04-19 07:35:00,2023-04-19 07:40:00,2023-04-19 07:35:00,2023-04-19 07:40:38
14,1,28102,Tekniska högskolan,Bergshamra,2023-04-19 07:35:27,2023-04-19 07:40:27,2023-04-19 07:35:59,2023-04-19 07:41:17
14,1,20406,Bergshamra,Tekniska högskolan,2023-04-19 07:43:30,2023-04-19 07:49:30,2023-04-19 07:44:22,2023-04-19 07:49:53
14,1,20080,Tekniska högskolan,Bergshamra,2023-04-19 07:40:00,2023-04-19 07:45:00,2023-04-19 07:40:37,2023-04-19 07:45:47
14,1,20407,Bergshamra,Tekniska högskolan,2023-04-19 07:48:30,2023-04-19 07:54:30,2023-04-19 07:49:21,2023-04-19 07:54:39
14,1,20081,Tekniska högskolan,Bergshamra,2023-04-19 07:45:00,2023-04-19 07:50:00,2023-04-19 07:45:00,2023-04-19 07:50:00
14,1,20408,Bergshamra,Tekniska högskolan,2023-04-19 07:53:30,2023-04-19 07:59:30,2023-04-19 07:53:55,2023-04-19 08:00:00
14,1,20082,Tekniska högskolan,Bergshamra,2023-04-19 07:50:00,2023-04-19 07:55:00,2023-04-19 07:50:43,2023-04-19 07:56:22
14,1,20409,Bergshamra,Tekniska högskolan,2023-04-19 07:58:30,2023-04-19 08:04:30,2023-04-19 07:59:23,2023-04-19 08:04:49
14,1,20083,Tekniska högskolan,Bergshamra,2023-04-19 07:55:00,2023-04-19 08:00:00,2023-04-19 07:55:33,2023-04-19 08:01:43
14,1,20410,Bergshamra,Tekniska högskolan,2023-04-19 08:03:30,2023-04-19 08:09:30,2023-04-19 08:04:52,2023-04-19 08:10:12
14,1,20084,Tekniska högskolan,Bergshamra,2023-04-19 08:00:00,2023-04-19 08:05:00,2023-04-19 08:00:40,2023-04-19 08:06:13
14,1,20411,Bergshamra,Tekniska högskolan,2023-04-19 08:08:30,2023-04-19 08:14:30,2023-04-19 08:09:39,2023-04-19 08:14:57
14,1,20085,Tekniska högskolan,Bergshamra,2023-04-19 08:05:00,2023-04-19 08:10:00,2023-04-19 08:05:31,2023-04-19 08:11:11
14,1,20412,Bergshamra,Tekniska högskolan,2023-04-19 08:13:30,2023-04-19 08:19:30,2023-04-19 08:14:26,2023-04-19 08:19:46
14,1,20086,Tekniska högskolan,Bergshamra,2023-04-19 08:10:00,2023-04-19 08:15:00,2023-04-19 08:11:03,2023-04-19 08:16:07
14,1,20413,Bergshamra,Tekniska högskolan,2023-04-19 08:18:30,2023-04-19 08:24:30,2023-04-19 08:18:50,2023-04-19 08:24:30
14,1,20087,Tekniska högskolan,Bergshamra,2023-04-19 08:15:00,2023-04-19 08:20:00,2023-04-19 08:15:00,2023-04-19 08:20:00
14,1,20414,Bergshamra,Tekniska högskolan,2023-04-19 08:23:30,2023-04-19 08:29:30,2023-04-19 08:23:50,2023-04-19 08:29:30
14,1,20088,Tekniska högskolan,Bergshamra,2023-04-19 08:20:00,2023-04-19 08:25:00,2023-04-19 08:20:00,2023-04-19 08:25:00
14,1,20089,Tekniska högskolan,Bergshamra,2023-04-19 08:25:00,2023-04-19 08:30:00,2023-04-19 08:25:00,2023-04-19 08:30:06
14,1,20090,Tekniska högskolan,Bergshamra,2023-04-19 08:30:00,2023-04-19 08:35:00,2023-04-19 08:31:00,2023-04-19 08:36:17
11,1,30076,Solna Centrum,T-Centralen,2023-04-18 16:00:30,2023-04-18 16:10:30,2023-04-18 16:00:30,2023-04-18 16:10:30
11,1,30077,Solna Centrum,T-Centralen,2023-04-18 16:07:30,2023-04-18 16:17:30,2023-04-18 16:07:30,2023-04-18 16:17:30
11,1,30503,T-Centralen,Solna Centrum,2023-04-18 16:00:30,2023-04-18 16:09:45,2023-04-18 16:01:09,2023-04-18 16:10:24
11,1,30078,Solna Centrum,T-Centralen,2023-04-18 16:14:30,2023-04-18 16:24:30,2023-04-18 16:14:30,2023-04-18 16:24:30
11,1,30504,T-Centralen,Solna Centrum,2023-04-18 16:07:30,2023-04-18 16:16:45,2023-04-18 16:07:30,2023-04-18 16:16:45
11,1,30079,Solna Centrum,T-Centralen,2023-04-18 16:21:30,2023-04-18 16:31:30,2023-04-18 16:21:30,2023-04-18 16:32:22
11,1,30505,T-Centralen,Solna Centrum,2023-04-18 16:14:30,2023-04-18 16:23:45,2023-04-18 16:14:30,2023-04-18 16:23:45
11,1,30080,Solna Centrum,T-Centralen,2023-04-18 16:28:30,2023-04-18 16:38:30,2023-04-18 16:28:36,2023-04-18 16:38:30
11,1,30506,T-Centralen,Solna Centrum,2023-04-18 16:21:30,2023-04-18 16:30:45,2023-04-18 16:21:30,2023-04-18 16:30:45
11,1,30081,Solna Centrum,T-Centralen,2023-04-18 16:35:30,2023-04-18 16:45:30,2023-04-18 16:35:30,2023-04-18 16:45:30
11,1,30507,T-Centralen,Solna Centrum,2023-04-18 16:28:30,2023-04-18 16:37:45,2023-04-18 16:28:30,2023-04-18 16:37:45
11,1,30082,Solna Centrum,T-Centralen,2023-04-18 16:42:30,2023-04-18 16:52:30,2023-04-18 16:42:30,2023-04-18 16:52:57
11,1,30508,T-Centralen,Solna Centrum,2023-04-18 16:35:30,2023-04-18 16:44:45,2023-04-18 16:35:30,2023-04-18 16:44:45
11,1,30083,Solna Centrum,T-Centralen,2023-04-18 16:49:30,2023-04-18 16:59:30,2023-04-18 16:49:30,2023-04-18 16:59:30
11,1,30509,T-Centralen,Solna Centrum,2023-04-18 16:42:30,2023-04-18 16:51:45,2023-04-18 16:42:30,2023-04-18 16:51:45
11,1,30084,Solna Centrum,T-Centralen,2023-04-18 16:56:30,2023-04-18 17:06:30,2023-04-18 16:56:30,2023-04-18 17:06:30
11,1,30510,T-Centralen,Solna Centrum,2023-04-18 16:49:30,2023-04-18 16:58:45,2023-04-18 16:49:30,2023-04-18 16:58:45
11,1,30085,Solna Centrum,T-Centralen,2023-04-18 17:03:30,2023-04-18 17:13:30,2023-04-18 17:03:30,2023-04-18 17:13:30
11,1,30511,T-Centralen,Solna Centrum,2023-04-18 16:56:30,2023-04-18 17:05:45,2023-04-18 16:56:30,2023-04-18 17:05:45
11,1,30086,Solna Centrum,T-Centralen,2023-04-18 17:10:30,2023-04-18 17:20:30,2023-04-18 17:10:30,2023-04-18 17:20:30
11,1,30512,T-Centralen,Solna Centrum,2023-04-18 17:03:30,2023-04-18 17:12:45,2023-04-18 17:03:30,2023-04-18 17:12:45
11,1,30087,Solna Centrum,T-Centralen,2023-04-18 17:17:30,2023-04-18 17:27:30,2023-04-18 17:17:30,2023-04-18 17:27:30
11,1,30513,T-Centralen,Solna Centrum,2023-04-18 17:10:30,2023-04-18 17:19:45,2023-04-18 17:10:30,2023-04-18 17:19:45
11,1,30088,Solna Centrum,T-Centralen,2023-04-18 17:24:30,2023-04-18 17:34:30,2023-04-18 17:24:30,2023-04-18 17:34:30
11,1,30514,T-Centralen,Solna Centrum,2023-04-18 17:17:30,2023-04-18 17:26:45,2023-04-18 17:17:30,2023-04-18 17:26:45
11,1,30089,Solna Centrum,T-Centralen,2023-04-18 17:31:30,2023-04-18 17:41:30,2023-04-18 17:31:30,2023-04-18 17:41:30
11,1,30515,T-Centralen,Solna Centrum,2023-04-18 17:24:30,2023-04-18 17:33:45,2023-04-18 17:24:30,2023-04-18 17:33:45
11,1,30090,Solna Centrum,T-Centralen,2023-04-18 17:38:30,2023-04-18 17:48:30,2023-04-18 17:38:30,2023-04-18 17:48:30
11,1,30516,T-Centralen,Solna Centrum,2023-04-18 17:31:30,2023-04-18 17:40:45,2023-04-18 17:31:30,2023-04-18 17:40:45
11,1,30091,Solna Centrum,T-Centralen,2023-04-18 17:45:30,2023-04-18 17:55:30,2023-04-18 17:45:30,2023-04-18 17:55:30
11,1,30517,T-Centralen,Solna Centrum,2023-04-18 17:38:30,2023-04-18 17:47:45,2023-04-18 17:38:30,2023-04-18 17:47:45
11,1,30518,T-Centralen,Solna Centrum,2023-04-18 17:45:30,2023-04-18 17:54:45,2023-04-18 17:45:30,2023-04-18 17:54:45
11,1,30011,Solna Centrum,T-Centralen,2023-04-19 07:06:15,2023-04-19 07:16:00,2023-04-19 07:06:15,2023-04-19 07:16:00
11,1,30442,T-Centralen,Solna Centrum,2023-04-19 07:04:30,2023-04-19 07:13:45,2023-04-19 07:04:30,2023-04-19 07:13:45
11,1,30012,Solna Centrum,T-Centralen,2023-04-19 07:14:15,2023-04-19 07:24:00,2023-04-19 07:14:15,2023-04-19 07:24:00
11,1,30443,T-Centralen,Solna Centrum,2023-04-19 07:12:30,2023-04-19 07:21:45,2023-04-19 07:12:30,2023-04-19 07:21:45
11,1,30013,Solna Centrum,T-Centralen,2023-04-19 07:22:15,2023-04-19 07:32:00,2023-04-19 07:22:15,2023-04-19 07:32:00
11,1,38713,Solna Centrum,T-Centralen,2023-04-19 07:05:27,2023-04-19 07:15:12,2023-04-19 07:05:27,2023-04-19 07:15:12
11,1,30014,Solna Centrum,T-Centralen,2023-04-19 07:29:45,2023-04-19 07:39:30,2023-04-19 07:29:45,2023-04-19 07:39:30
11,1,30444,T-Centralen,Solna Centrum,2023-04-19 07:20:30,2023-04-19 07:29:45,2023-04-19 07:20:30,2023-04-19 07:29:45
11,1,38717,Solna Centrum,T-Centralen,2023-04-19 07:13:50,2023-04-19 07:23:35,2023-04-19 07:13:50,2023-04-19 07:23:36
11,1,38718,Solna Centrum,T-Centralen,2023-04-19 07:23:40,2023-04-19 07:33:40,2023-04-19 07:25:51,2023-04-19 07:35:52
11,1,30015,Solna Centrum,T-Centralen,2023-04-19 07:37:15,2023-04-19 07:47:00,2023-04-19 07:37:15,2023-04-19 07:47:00
11,1,30445,T-Centralen,Solna Centrum,2023-04-19 07:28:30,2023-04-19 07:37:45,2023-04-19 07:29:40,2023-04-19 07:38:26
11,1,38722,T-Centralen,Solna Centrum,2023-04-19 07:24:40,2023-04-19 07:33:55,2023-04-19 07:24:40,2023-04-19 07:33:55
11,1,30016,Solna Centrum,T-Centralen,2023-04-19 07:44:00,2023-04-19 07:54:00,2023-04-19 07:44:00,2023-04-19 07:54:00
11,1,30446,T-Centralen,Solna Centrum,2023-04-19 07:36:30,2023-04-19 07:45:45,2023-04-19 07:36:30,2023-04-19 07:45:45
11,1,38723,Solna Centrum,T-Centralen,2023-04-19 07:28:10,2023-04-19 07:37:55,2023-04-19 07:28:51,2023-04-19 07:40:31
11,1,30017,Solna Centrum,T-Centralen,2023-04-19 07:51:00,2023-04-19 08:01:00,2023-04-19 07:51:00,2023-04-19 08:01:00
11,1,30447,T-Centralen,Solna Centrum,2023-04-19 07:44:00,2023-04-19 07:53:15,2023-04-19 07:44:00,2023-04-19 07:54:42
11,1,38729,T-Centralen,Solna Centrum,2023-04-19 07:37:07,2023-04-19 07:46:22,2023-04-19 07:37:07,2023-04-19 07:46:45
11,1,38730,Solna Centrum,T-Centralen,2023-04-19 07:38:20,2023-04-19 07:48:05,2023-04-19 07:38:42,2023-04-19 07:49:15
11,1,30018,Solna Centrum,T-Centralen,2023-04-19 07:58:00,2023-04-19 08:08:00,2023-04-19 07:58:00,2023-04-19 08:08:00
11,1,30448,T-Centralen,Solna Centrum,2023-04-19 07:51:00,2023-04-19 08:00:15,2023-04-19 07:51:00,2023-04-19 08:00:15
11,1,30019,Solna Centrum,T-Centralen,2023-04-19 08:05:00,2023-04-19 08:15:00,2023-04-19 08:05:00,2023-04-19 08:15:00
11,1,38735,Solna Centrum,T-Centralen,2023-04-19 07:57:55,2023-04-19 08:07:55,2023-04-19 08:04:30,2023-04-19 08:16:34
11,1,30449,T-Centralen,Solna Centrum,2023-04-19 07:58:00,2023-04-19 08:07:15,2023-04-19 07:59:55,2023-04-19 08:08:45
11,1,38738,T-Centralen,Solna Centrum,2023-04-19 07:53:18,2023-04-19 08:02:33,2023-04-19 07:53:18,2023-04-19 08:02:42
11,1,30020,Solna Centrum,T-Centralen,2023-04-19 08:12:00,2023-04-19 08:22:00,2023-04-19 08:12:00,2023-04-19 08:22:00
11,1,30450,T-Centralen,Solna Centrum,2023-04-19 08:05:00,2023-04-19 08:14:15,2023-04-19 08:05:00,2023-04-19 08:14:15
11,1,38740,Solna Centrum,T-Centralen,2023-04-19 08:01:18,2023-04-19 08:11:03,2023-04-19 08:01:46,2023-04-19 08:11:43
11,1,30021,Solna Centrum,T-Centralen,2023-04-19 08:19:00,2023-04-19 08:29:00,2023-04-19 08:19:00,2023-04-19 08:29:00
11,1,30451,T-Centralen,Solna Centrum,2023-04-19 08:12:00,2023-04-19 08:21:15,2023-04-19 08:13:08,2023-04-19 08:21:54
11,1,30022,Solna Centrum,T-Centralen,2023-04-19 08:26:00,2023-04-19 08:36:00,2023-04-19 08:26:00,2023-04-19 08:36:00
11,1,30452,T-Centralen,Solna Centrum,2023-04-19 08:19:00,2023-04-19 08:28:15,2023-04-19 08:19:00,2023-04-19 08:28:15
11,1,30023,Solna Centrum,T-Centralen,2023-04-19 08:33:00,2023-04-19 08:43:00,2023-04-19 08:33:00,2023-04-19 08:43:00
18,1,10741,Fridhemsplan,T-Centralen,2023-04-18 16:01:30,2023-04-18 16:10:30,2023-04-18 16:01:33,2023-04-18 16:10:30
10,1,30245,Fridhemsplan,T-Centralen,2023-04-18 16:02:30,2023-04-18 16:07:00,2023-04-18 16:03:03,2023-04-18 16:07:00
19,1,11160,Fridhemsplan,T-Centralen,2023-04-18 16:04:00,2023-04-18 16:13:00,2023-04-18 16:04:00,2023-04-18 16:13:00
11,1,30503,T-Centralen,Fridhemsplan,2023-04-18 16:00:30,2023-04-18 16:03:30,2023-04-18 16:01:09,2023-04-18 16:04:13
11,1,30076,Fridhemsplan,T-Centralen,2023-04-18 16:06:00,2023-04-18 16:10:30,2023-04-18 16:06:20,2023-04-18 16:10:30
18,1,10164,Fridhemsplan,T-Centralen,2023-04-18 16:06:30,2023-04-18 16:15:30,2023-04-18 16:06:30,2023-04-18 16:15:30
10,1,30379,T-Centralen,Fridhemsplan,2023-04-18 16:04:00,2023-04-18 16:07:00,2023-04-18 16:04:00,2023-04-18 16:07:04
19,1,10861,T-Centralen,Fridhemsplan,2023-04-18 15:58:00,2023-04-18 16:05:30,2023-04-18 16:00:00,2023-04-18 16:08:02
17,1,11301,Fridhemsplan,T-Centralen,2023-04-18 16:09:00,2023-04-18 16:18:00,2023-04-18 16:09:00,2023-04-18 16:18:00
17,1,11054,T-Centralen,Fridhemsplan,2023-04-18 16:00:00,2023-04-18 16:07:30,2023-04-18 16:01:56,2023-04-18 16:09:29
10,1,30246,Fridhemsplan,T-Centralen,2023-04-18 16:09:30,2023-04-18 16:14:00,2023-04-18 16:10:05,2023-04-18 16:14:00
18,1,10380,T-Centralen,Fridhemsplan,2023-04-18 16:02:00,2023-04-18 16:09:30,2023-04-18 16:03:26,2023-04-18 16:11:06
11,1,30504,T-Centralen,Fridhemsplan,2023-04-18 16:07:30,2023-04-18 16:10:30,2023-04-18 16:07:30,2023-04-18 16:10:40
19,1,10742,Fridhemsplan,T-Centralen,2023-04-18 16:11:30,2023-04-18 16:20:30,2023-04-18 16:11:30,2023-04-18 16:20:30
19,1,10598,T-Centralen,Fridhemsplan,2023-04-18 16:04:00,2023-04-18 16:11:30,2023-04-18 16:05:19,2023-04-18 16:12:47
11,1,30077,Fridhemsplan,T-Centralen,2023-04-18 16:13:00,2023-04-18 16:17:30,2023-04-18 16:13:00,2023-04-18 16:17:30
18,1,10165,Fridhemsplan,T-Centralen,2023-04-18 16:14:00,2023-04-18 16:23:00,2023-04-18 16:14:26,2023-04-18 16:23:00
19,1,10862,T-Centralen,Fridhemsplan,2023-04-18 16:06:00,2023-04-18 16:13:30,2023-04-18 16:06:40,2023-04-18 16:15:15
10,1,30380,T-Centralen,Fridhemsplan,2023-04-18 16:11:00,2023-04-18 16:14:00,2023-04-18 16:11:00,2023-04-18 16:14:04
18,1,10381,T-Centralen,Fridhemsplan,2023-04-18 16:08:00,2023-04-18 16:15:30,2023-04-18 16:08:52,2023-04-18 16:16:51
19,1,11161,Fridhemsplan,T-Centralen,2023-04-18 16:16:30,2023-04-18 16:25:30,2023-04-18 16:16:30,2023-04-18 16:25:30
10,1,30247,Fridhemsplan,T-Centralen,2023-04-18 16:16:30,2023-04-18 16:21:00,2023-04-18 16:16:45,2023-04-18 16:21:00
17,1,11055,T-Centralen,Fridhemsplan,2023-04-18 16:10:00,2023-04-18 16:17:30,2023-04-18 16:10:00,2023-04-18 16:18:29
11,1,30505,T-Centralen,Fridhemsplan,2023-04-18 16:14:30,2023-04-18 16:17:30,2023-04-18 16:14:30,2023-04-18 16:17:40
17,1,11302,Fridhemsplan,T-Centralen,2023-04-18 16:19:00,2023-04-18 16:28:00,2023-04-18 16:19:00,2023-04-18 16:28:35
19,1,10599,T-Centralen,Fridhemsplan,2023-04-18 16:12:00,2023-04-18 16:19:30,2023-04-18 16:12:00,2023-04-18 16:20:12
11,1,30078,Fridhemsplan,T-Centralen,2023-04-18 16:20:00,2023-04-18 16:24:30,2023-04-18 16:20:20,2023-04-18 16:24:30
10,1,30381,T-Centralen,Fridhemsplan,2023-04-18 16:18:00,2023-04-18 16:21:00,2023-04-18 16:18:00,2023-04-18 16:21:04
18,1,10382,T-Centralen,Fridhemsplan,2023-04-18 16:14:00,2023-04-18 16:21:30,2023-04-18 16:14:00,2023-04-18 16:21:30
18,1,10743,Fridhemsplan,T-Centralen,2023-04-18 16:21:30,2023-04-18 16:30:30,2023-04-18 16:21:34,2023-04-18 16:30:30
19,1,10600,T-Centralen,Fridhemsplan,2023-04-18 16:16:00,2023-04-18 16:23:30,2023-04-18 16:16:00,2023-04-18 16:23:30
19,1,10166,Fridhemsplan,T-Centralen,2023-04-18 16:24:00,2023-04-18 16:33:00,2023-04-18 16:24:00,2023-04-18 16:33:00
10,1,30248,Fridhemsplan,T-Centralen,2023-04-18 16:23:30,2023-04-18 16:28:00,2023-04-18 16:23:36,2023-04-18 16:28:00
11,1,30506,T-Centralen,Fridhemsplan,2023-04-18 16:21:30,2023-04-18 16:24:30,2023-04-18 16:21:30,2023-04-18 16:24:40
19,1,10489,T-Centralen,Fridhemsplan,2023-04-18 16:18:00,2023-04-18 16:25:30,2023-04-18 16:18:24,2023-04-18 16:26:08
18,1,10744,Fridhemsplan,T-Centralen,2023-04-18 16:27:00,2023-04-18 16:36:00,2023-04-18 16:27:00,2023-04-18 16:36:00
11,1,30079,Fridhemsplan,T-Centralen,2023-04-18 16:27:00,2023-04-18 16:31:30,2023-04-18 16:28:29,2023-04-18 16:32:22
17,1,11056,T-Centralen,Fridhemsplan,2023-04-18 16:20:00,2023-04-18 16:27:30,2023-04-18 16:20:00,2023-04-18 16:28:27
10,1,30382,T-Centralen,Fridhemsplan,2023-04-18 16:25:00,2023-04-18 16:28:00,2023-04-18 16:25:00,2023-04-18 16:28:04
17,1,11303,Fridhemsplan,T-Centralen,2023-04-18 16:29:00,2023-04-18 16:38:00,2023-04-18 16:30:11,2023-04-18 16:38:53
18,1,10383,T-Centralen,Fridhemsplan,2023-04-18 16:22:30,2023-04-18 16:30:00,2023-04-18 16:22:30,2023-04-18 16:30:33
10,1,30249,Fridhemsplan,T-Centralen,2023-04-18 16:30:30,2023-04-18 16:35:00,2023-04-18 16:31:45,2023-04-18 16:35:00
19,1,10167,Fridhemsplan,T-Centralen,2023-04-18 16:31:30,2023-04-18 16:40:30,2023-04-18 16:31:57,2023-04-18 16:40:30
